stat,rarity,level,value
HP,2,1,331.0
HP,2,2,404.0
HP,2,3,478.0
HP,2,4,551.0
HP,3,0,430.0
HP,3,1,552.0
HP,3,2,674.0
HP,3,3,796.0
HP,3,4,918.0
HP,3,5,1040.0
HP,3,6,1162.0
HP,3,7,1283.0
HP,3,8,1405.0
HP,3,9,1527.0
HP,3,10,1649.0
HP,3,11,1771.0
HP,3,12,1893.0
HP,4,0,645.0
HP,4,1,828.0
HP,4,2,1011.0
HP,4,3,1194.0
HP,4,4,1377.0
HP,4,5,1559.0
HP,4,6,1742.0
HP,4,7,1925.0
HP,4,8,2108.0
HP,4,9,2291.0
HP,4,10,2474.0
HP,4,11,2657.0
HP,4,12,2839.0
HP,4,13,3022.0
HP,4,14,3205.0
HP,4,15,3388.0
HP,4,16,3571.0
HP,5,0,717.0
HP,5,1,920.0
HP,5,2,1123.0
HP,5,3,1326.0
HP,5,4,1530.0
HP,5,5,1733.0
HP,5,6,1936.0
HP,5,7,2139.0
HP,5,8,2342.0
HP,5,9,2545.0
HP,5,10,2749.0
HP,5,11,2952.0
HP,5,12,3155.0
HP,5,13,3358.0
HP,5,14,3561.0
HP,5,15,3764.0
HP,5,16,3967.0
HP,5,17,4171.0
HP,5,18,4374.0
HP,5,19,4577.0
HP,5,20,4780.0
HP_PCT,1,0,3.1
HP_PCT,1,1,4.3
HP_PCT,1,2,5.5
HP_PCT,1,3,6.7
HP_PCT,1,4,7.9
HP_PCT,2,0,4.2
HP_PCT,2,1,5.4
HP_PCT,2,2,6.6
HP_PCT,2,3,7.8
HP_PCT,2,4,9.0
HP_PCT,3,0,5.2
HP_PCT,3,1,6.7
HP_PCT,3,2,8.2
HP_PCT,3,3,9.7
HP_PCT,3,4,11.2
HP_PCT,3,5,12.7
HP_PCT,3,6,14.2
HP_PCT,3,7,15.6
HP_PCT,3,8,17.1
HP_PCT,3,9,18.6
HP_PCT,3,10,20.1
HP_PCT,3,11,21.6
HP_PCT,3,12,23.1
HP_PCT,4,0,6.3
HP_PCT,4,1,8.1
HP_PCT,4,2,9.9
HP_PCT,4,3,11.6
HP_PCT,4,4,13.4
HP_PCT,4,5,15.2
HP_PCT,4,6,17.0
HP_PCT,4,7,18.8
HP_PCT,4,8,20.6
HP_PCT,4,9,22.3
HP_PCT,4,10,24.1
HP_PCT,4,11,25.9
HP_PCT,4,12,27.7
HP_PCT,4,13,29.5
HP_PCT,4,14,31.3
HP_PCT,4,15,33.0
HP_PCT,4,16,34.8
HP_PCT,5,0,7.0
HP_PCT,5,1,9.0
HP_PCT,5,2,11.0
HP_PCT,5,3,12.9
HP_PCT,5,4,14.9
HP_PCT,5,5,16.9
HP_PCT,5,6,18.9
HP_PCT,5,7,20.9
HP_PCT,5,8,22.8
HP_PCT,5,9,24.8
HP_PCT,5,10,26.8
HP_PCT,5,11,28.8
HP_PCT,5,12,30.8
HP_PCT,5,13,32.8
HP_PCT,5,14,34.7
HP_PCT,5,15,36.7
HP_PCT,5,16,38.7
HP_PCT,5,17,40.7
HP_PCT,5,18,42.7
HP_PCT,5,19,44.6
HP_PCT,5,20,46.6
HYDRO_DMG,1,0,3.1
HYDRO_DMG,1,1,4.3
HYDRO_DMG,1,2,5.5
HYDRO_DMG,1,3,6.7
HYDRO_DMG,1,4,7.9
HYDRO_DMG,2,0,4.2
HYDRO_DMG,2,1,5.4
HYDRO_DMG,2,2,6.6
HYDRO_DMG,2,3,7.8
HYDRO_DMG,2,4,9.0
HYDRO_DMG,3,0,5.2
HYDRO_DMG,3,1,6.7
HYDRO_DMG,3,2,8.2
HYDRO_DMG,3,3,9.7
HYDRO_DMG,3,4,11.2
HYDRO_DMG,3,5,12.7
HYDRO_DMG,3,6,14.2
HYDRO_DMG,3,7,15.6
HYDRO_DMG,3,8,17.1
HYDRO_DMG,3,9,18.6
HYDRO_DMG,3,10,20.1
HYDRO_DMG,3,11,21.6
HYDRO_DMG,3,12,23.1
HYDRO_DMG,4,0,6.3
HYDRO_DMG,4,1,8.1
HYDRO_DMG,4,2,9.9
HYDRO_DMG,4,3,11.6
HYDRO_DMG,4,4,13.4
HYDRO_DMG,4,5,15.2
HYDRO_DMG,4,6,17.0
HYDRO_DMG,4,7,18.8
HYDRO_DMG,4,8,20.6
HYDRO_DMG,4,9,22.3
HYDRO_DMG,4,10,24.1
HYDRO_DMG,4,11,25.9
HYDRO_DMG,4,12,27.7
HYDRO_DMG,4,13,29.5
HYDRO_DMG,4,14,31.3
HYDRO_DMG,4,15,33.0
HYDRO_DMG,4,16,34.8
HYDRO_DMG,5,0,7.0
HYDRO_DMG,5,1,9.0
HYDRO_DMG,5,2,11.0
HYDRO_DMG,5,3,12.9
HYDRO_DMG,5,4,14.9
HYDRO_DMG,5,5,16.9
HYDRO_DMG,5,6,18.9
HYDRO_DMG,5,7,20.9
HYDRO_DMG,5,8,22.8
HYDRO_DMG,5,9,24.8
HYDRO_DMG,5,10,26.8
HYDRO_DMG,5,11,28.8
HYDRO_DMG,5,12,30.8
HYDRO_DMG,5,13,32.8
HYDRO_DMG,5,14,34.7
HYDRO_DMG,5,15,36.7
HYDRO_DMG,5,16,38.7
HYDRO_DMG,5,17,40.7
HYDRO_DMG,5,18,42.7
HYDRO_DMG,5,19,44.6
HYDRO_DMG,5,20,46.6
PHYSICAL_DMG,1,0,3.9
PHYSICAL_DMG,1,1,5.4
PHYSICAL_DMG,1,2,6.9
PHYSICAL_DMG,1,3,8.4
PHYSICAL_DMG,1,4,9.9
PHYSICAL_DMG,2,0,5.2
PHYSICAL_DMG,2,1,6.7
PHYSICAL_DMG,2,2,8.2
PHYSICAL_DMG,2,3,9.7
PHYSICAL_DMG,2,4,11.2
PHYSICAL_DMG,3,0,6.6
PHYSICAL_DMG,3,1,8.4
PHYSICAL_DMG,3,2,10.3
PHYSICAL_DMG,3,3,12.1
PHYSICAL_DMG,3,4,14.0
PHYSICAL_DMG,3,5,15.8
PHYSICAL_DMG,3,6,17.7
PHYSICAL_DMG,3,7,19.6
PHYSICAL_DMG,3,8,21.4
PHYSICAL_DMG,3,9,23.3
PHYSICAL_DMG,3,10,25.1
PHYSICAL_DMG,3,11,27.0
PHYSICAL_DMG,3,12,28.8
PHYSICAL_DMG,4,0,7.9
PHYSICAL_DMG,4,1,10.1
PHYSICAL_DMG,4,2,12.3
PHYSICAL_DMG,4,3,14.6
PHYSICAL_DMG,4,4,16.8
PHYSICAL_DMG,4,5,19.0
PHYSICAL_DMG,4,6,21.2
PHYSICAL_DMG,4,7,23.5
PHYSICAL_DMG,4,8,25.7
PHYSICAL_DMG,4,9,27.9
PHYSICAL_DMG,4,10,30.2
PHYSICAL_DMG,4,11,32.4
PHYSICAL_DMG,4,12,34.6
PHYSICAL_DMG,4,13,36.8
PHYSICAL_DMG,4,14,39.1
PHYSICAL_DMG,4,15,41.3
PHYSICAL_DMG,4,16,43.5
PHYSICAL_DMG,5,0,8.7
PHYSICAL_DMG,5,1,11.2
PHYSICAL_DMG,5,2,13.7
PHYSICAL_DMG,5,3,16.2
PHYSICAL_DMG,5,4,18.6
PHYSICAL_DMG,5,5,21.1
PHYSICAL_DMG,5,6,23.6
PHYSICAL_DMG,5,7,26.1
PHYSICAL_DMG,5,8,28.6
PHYSICAL_DMG,5,9,31.0
PHYSICAL_DMG,5,10,33.5
PHYSICAL_DMG,5,11,36.0
PHYSICAL_DMG,5,12,38.5
PHYSICAL_DMG,5,13,40.9
PHYSICAL_DMG,5,14,43.4
PHYSICAL_DMG,5,15,45.9
PHYSICAL_DMG,5,16,48.4
PHYSICAL_DMG,5,17,50.8
PHYSICAL_DMG,5,18,53.3
PHYSICAL_DMG,5,19,55.8
PHYSICAL_DMG,5,20,58.3
PYRO_DMG,1,0,3.1
PYRO_DMG,1,1,4.3
PYRO_DMG,1,2,5.5
PYRO_DMG,1,3,6.7
PYRO_DMG,1,4,7.9
PYRO_DMG,2,0,4.2
PYRO_DMG,2,1,5.4
PYRO_DMG,2,2,6.6
PYRO_DMG,2,3,7.8
PYRO_DMG,2,4,9.0
PYRO_DMG,3,0,5.2
PYRO_DMG,3,1,6.7
PYRO_DMG,3,2,8.2
PYRO_DMG,3,3,9.7
PYRO_DMG,3,4,11.2
PYRO_DMG,3,5,12.7
PYRO_DMG,3,6,14.2
PYRO_DMG,3,7,15.6
PYRO_DMG,3,8,17.1
PYRO_DMG,3,9,18.6
PYRO_DMG,3,10,20.1
PYRO_DMG,3,11,21.6
PYRO_DMG,3,12,23.1
PYRO_DMG,4,0,6.3
PYRO_DMG,4,1,8.1
PYRO_DMG,4,2,9.9
PYRO_DMG,4,3,11.6
PYRO_DMG,4,4,13.4
PYRO_DMG,4,5,15.2
PYRO_DMG,4,6,17.0
PYRO_DMG,4,7,18.8
PYRO_DMG,4,8,20.6
PYRO_DMG,4,9,22.3
PYRO_DMG,4,10,24.1
PYRO_DMG,4,11,25.9
PYRO_DMG,4,12,27.7
PYRO_DMG,4,13,29.5
PYRO_DMG,4,14,31.3
PYRO_DMG,4,15,33.0
PYRO_DMG,4,16,34.8
PYRO_DMG,5,0,7.0
PYRO_DMG,5,1,9.0
PYRO_DMG,5,2,11.0
PYRO_DMG,5,3,12.9
PYRO_DMG,5,4,14.9
PYRO_DMG,5,5,16.9
PYRO_DMG,5,6,18.9
PYRO_DMG,5,7,20.9
PYRO_DMG,5,8,22.8
PYRO_DMG,5,9,24.8
PYRO_DMG,5,10,26.8
PYRO_DMG,5,11,28.8
PYRO_DMG,5,12,30.8
PYRO_DMG,5,13,32.8
PYRO_DMG,5,14,34.7
PYRO_DMG,5,15,36.7
PYRO_DMG,5,16,38.7
PYRO_DMG,5,17,40.7
PYRO_DMG,5,18,42.7
PYRO_DMG,5,19,44.6
PYRO_DMG,5,20,46.6
